prod_id,cat_code,img_main
10510,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/10510/SAJAM21411NYX_LL1.jpg
12603,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/12603/AHJAM22901GYD_LL1.jpg
21258,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/21258/C9JAM24411KHX_LL5.jpg
532,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/532/JWJJM19201MNA_LL1.jpg
15206,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/15206/G4UAM23011GRX_LL1.jpg
10507,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/10507/TLJJA22401GKH_LL1.jpg
15986,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/15986/JWJJW22211CHA_LL1.jpg
13430,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/13430/JWJJA22111PGR_LL1.jpg
11820,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/11820/JWJGW21251AMB_LL1.jpg
17397,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/17397/CWJAW22852BKX_LL5.jpg
13738,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/13738/MOJAS21101KHX_LL1.jpg
12814,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/12814/TLJJA22401DTE_LL1.jpg
11946,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/11946/TLJJX20411BLK_LL1.jpg
16059,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/16059/TLJJA20451DKH_LL1.jpg
495,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/495/TLJFW20511BLK_LL1.jpg
10348,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/10348/JWJJA22111BLK_LL1.jpg
566,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/566/JWJJM19495TNA_LL1.jpg
9413,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/9413/SAJAW21551KHD_LL1.jpg
16020,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/16020/8GJJX23105ORA_LL1.jpg
19027,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/19027/MRJBW22211WIX_LL1.jpg
20993,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/20993/AHJAM22401GYL_LL1.jpg
16064,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/16064/CWJAM23332GYD_LL5.jpg
18484,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/18484/AHJAW22651KHX_LL1.jpg
8322,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/8322/SAUDW18101GYX_LL1.jpg
15426,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/15426/SAJAM20521KHX_LL1.jpg
6578,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/6578/MRJBW19240BRO_LL1.jpg
13556,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/13556/CWJAM21445BKX_LL5.jpg
12617,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/12617/CWJAM21336BRX_LL1.jpg
15134,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/15134/TLJJM22621LGY_LL1.jpg
11172,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/11172/ERJAW20301BRD_LL1.jpg
7893,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/7893/SAUDW21201GYX_LL1.jpg
17949,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/17949/SAJAM23421BEL_LL1.jpg
13483,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/13483/ERJAM21411NYX_LL1.jpg
7499,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/7499/TLJJM21551BEI_LL1.jpg
5103,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/5103/JWJGW19111REX_LL1.jpg
14422,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/14422/CWJAM21337KHX_LL5.jpg
11027,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/11027/JWJJM22291DNA_LL1.jpg
2233,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/2233/JWJJA18511KHA_LL5.jpg
17467,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/17467/MPUDW22201BEX_LL1.jpg
7947,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/7947/SAJAW22551CHD_LL1.jpg
10880,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/10880/2AJAX21014GYD_LL1.jpg
9793,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/9793/JWJJA23111DGR_LL1.jpg
6570,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/6570/SAJAM19822KHX_LL1.jpg
18595,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/18595/ERJAW24301CHX_LL1.jpg
6943,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/6943/SAJAM20611CHX_LL1.jpg
7014,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/7014/SOUDM21311BKX_LL1.jpg
18243,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/18243/V2JGX22311BLK_LL1.jpg
11261,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/11261/TLJJA21411KHA_LL1.jpg
10111,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/10111/SOJAM20301BKX_LL1.jpg
438,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/438/JWJJA19201DLE_LL1.jpg
21054,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/21054/J3JAX22701NYX_LL1.jpg
13118,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/13118/AHUDW22101BUD_LL1.jpg
19166,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/19166/SAJAA23411BKX_LL1.jpg
14745,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/14745/ERJAM23901GYX_LL1.jpg
11094,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/11094/2AJAX21016BKS_LL1.jpg
17565,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/17565/JWJJM22205YEL_LL1.jpg
6929,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/6929/SASFW22871BUX_LL1.jpg
9572,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/9572/SAJAA19211GYX_LL1.jpg
16412,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/16412/AHJAM20701NYX_LL1.jpg
17087,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/17087/FKJJW23512BKX_LL1.jpg
14112,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/14112/AOUDW20211BRX_LL1.jpg
10899,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/10899/V2JJX23101LBL_LL1.jpg
12256,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/12256/JWJJM23291LGR_LL1.jpg
16070,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/16070/AHJAM20311GYX_LL1.jpg
7352,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/7352/SAJAW20512KHX_LL1.jpg
20572,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/20572/CWJAW20851BKX_LL1.jpg
21028,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/21028/ERJAM24301NYD_LL1.jpg
19574,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/19574/AQJAM23911GYD_LL1.jpg
19726,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/19726/TLJFW24501NAY_LL1.jpg
10817,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/10817/JWJJS19441CGY_LL1.jpg
16413,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/16413/AHJAW23611GYD_LL1.jpg
11838,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/11838/SAJAA22441BEX_LL1.jpg
11941,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/11941/TLJJX20151PGY_LL1.jpg
14921,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/14921/CWJAM21441GRD_LL5.jpg
2099,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/2099/TLJJM20311DML_LL1.jpg
13116,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/13116/SAUDW19601BRD_LL1.jpg
15404,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/15404/JWJJX20107BLK_LL1.jpg
10526,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/10526/SAJAS22201GYD_LL1.jpg
8199,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/8199/TLJJW21501BLK_LL1.jpg
21265,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/21265/MYJBM23714GRY_LL1.jpg
18518,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/18518/LNJAW23321BRX_LL1.jpg
6798,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/6798/SAJAW20531GRD_LL1.jpg
2216,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/2216/JWJFW19209BLK_LL1.jpg
17047,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/17047/AHJAW23801BEX_LL1.jpg
16659,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/16659/AHJAM23501GYD_LL1.jpg
6646,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/6646/SAJAA20421CHD_LL1.jpg
14830,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/14830/G4UAM23311GRX_LL1.jpg
20432,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/20432/IQJLS23701BRX_LL1.jpg
16745,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/16745/BRUDW21411GYX_LL1.jpg
20874,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/20874/CWJAM21331KHX_LL5.jpg
7836,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/7836/SOUDW20432BKX_LL1.jpg
11663,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/11663/FKJJW23512KHX_LL1.jpg
13959,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/13959/AHUDM20101GYX_LL1.jpg
14777,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/14777/AYJAW22711BEX_LL1.jpg
20622,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/20622/G4UAM23331BEX_LL1.jpg
7454,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/7454/VHJJW18014LGY_LL5.jpg
7012,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/7012/SAUDS21011BUX_LL1.jpg
17730,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/17730/MRJBW21210BEX_LL1.jpg
19161,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/19161/AHJAS21101GYX_LL1.jpg
7904,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/7904/SAJAM22521BEX_LL1.jpg
15995,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/15995/JWJGX21701NIK_LL1.jpg
19013,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/19013/MYJBA23702GRY_LL1.jpg
14751,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/14751/SAUDS21001KHX_LL1.jpg
21017,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/21017/JWJJX21351BEI_LL1.jpg
14755,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/14755/SOUDM22321NYX_LL1.jpg
12294,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/12294/CWJAW22871GYD_LL5.jpg
13233,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/13233/AHJAS21101BEX_LL1.jpg
20016,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/20016/MYUDW24204ORX_LL1.jpg
7346,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/7346/SAUDW18121NYX_LL1.jpg
19146,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/19146/2AJAX22016GYC_LL1.jpg
7313,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/7313/V2JJX21511LFO_LL1.jpg
14119,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/14119/BRJBW20623BRX_LL1.jpg
15334,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/15334/TLJJM22521LBE_LL1.jpg
12292,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/12292/TLJFW21531LBE_LL1.jpg
540,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/540/JWJJM19751KHA_LL1.jpg
7805,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/7805/TLJJM20351LFO_LL1.jpg
18031,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/18031/SAJAW22531NYX_LL1.jpg
11979,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/11979/ERJAM21111NYX_LL1.jpg
13926,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/13926/TLJJW22701BLK_LL1.jpg
20243,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/20243/AHJAM20411NYX_LL1.jpg
514,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/514/JWJGS21121BEI_LL1.jpg
14219,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/14219/AHJAM19401MIX_LL5.jpg
14222,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/14222/JWJJW23201BLK_LL1.jpg
11703,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/11703/ERJAM20311IVX_LL1.jpg
13269,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/13269/TLJJW21541TNA_LL1.jpg
576,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/576/JWJJM20371WHX_LL1.jpg
17915,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/17915/JWJFW22211DML_LL1.jpg
7745,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/7745/SAJAW20501BRX_LL1.jpg
2067,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/2067/JWJJW17601DNA_LL1.jpg
15473,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/15473/CWJAM19413BEX_LL1.jpg
10211,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/10211/JWJJM21901NAY_LL1.jpg
11595,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/11595/S2JAW22501KHX_LL1.jpg
18409,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/18409/SAUDS24201BUX_LL1.jpg
14412,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/14412/BRJBW19473GYL_LL1.jpg
18028,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/18028/AHJAM21711IND_LL1.jpg
10886,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/10886/SAJAM19421NYX_LL1.jpg
17192,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/17192/CWJAW20854BRX_LL1.jpg
7503,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/7503/JWJJM21311BLU_LL1.jpg
7015,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/7015/SAUDS19201KHX_LL1.jpg
16446,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/16446/G4UAW23021GRX_LL1.jpg
12843,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/12843/TLJFW22521LAK_LL1.jpg
14749,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/14749/AHUDW19301KHD_LL1.jpg
11258,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/11258/2AJAX21015BKW_LL1.jpg
6891,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/6891/SAJAM21621GYX_LL1.jpg
21008,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/21008/BIUDW24661KHX_LL1.jpg
7810,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/7810/SAJAS20211GYX_LL1.jpg
13478,10-10-11,https://s3.ap-northeast-2.amazonaws.com/img.the-relay/prods/kolon/13478/CWJAW21911BKX_LL5.jpg
